cen_x,cen_y,xmin,ymin,xmax,ymax
421,371,269.58514,296.23663,572.8073,447.05255
1151,172,1093.203,135.94907,1210.7909,208.47629
470,452,354.2235,395.60556,586.0798,509.9017
1376,180,1337.4991,141.49765,1415.4641,220.16547
1263,201,1207.4019,172.50826,1318.9158,230.6193
435,435,291.92688,384.50757,578.8014,487.0334
1263,201,1207.5619,172.17134,1318.8014,231.01816
430,436,282.6338,385.16223,578.41595,488.46652
470,452,353.97903,394.78204,586.45447,509.53964
1281,209,1234.1414,183.14766,1328.8737,236.04787
1281,209,1234.2115,183.50356,1329.6979,236.33568
1281,209,1234.1414,183.14766,1328.8737,236.04787
79,515,0.7776973,430.92545,158.77315,599.8797
79,516,0.7586958,431.41168,159.18211,601.0181
79,515,0.6821773,431.72052,159.21973,599.0551
892,230,858.6388,208.68376,925.5132,252.24992
1272,201,1222.6595,172.15453,1321.9042,229.94464
1194,204,1152.0507,175.08559,1237.0251,234.64693
1194,204,1152.6958,175.03003,1235.8232,234.12552
1194,204,1152.6958,175.03003,1235.8232,234.12552
1272,201,1222.2554,172.68808,1322.6985,230.15276
892,230,858.8019,208.60435,925.3844,252.4468
1453,202,1414.6562,183.9269,1493.1361,221.42758
190,502,90.721634,432.46298,289.62173,573.4525
177,433,23.10768,306.84848,331.71857,560.85626
273,412,217.54073,355.2623,329.04733,470.66995
1312,161,1258.2797,130.03726,1366.3223,193.74867
259,428,105.99675,332.00296,413.44537,524.7909
1265,189,1190.7274,146.37115,1340.7512,232.25581
1424,185,1355.9989,144.96684,1493.6267,225.64273
1705,330,1653.1663,281.5899,1757.3618,379.89783
1705,330,1652.6093,281.11652,1757.5586,379.5808
661,169,648.4578,158.32944,674.90576,181.07947
839,342,650.4061,242.14862,1027.9327,442.99078
236,461,52.64964,340.17136,420.46838,583.4695
1250,188,1178.2822,148.39171,1322.85,229.11188
213,436,71.855804,338.39325,355.63632,534.8153
1729,1034,1540.4539,990.8977,1919.4635,1077.6051
166,451,32.827045,354.42255,299.41824,548.7116
834,208,809.8197,190.32195,858.70294,225.92078
1191,200,1142.5814,168.0571,1239.885,232.42096
1191,199,1142.8639,167.47177,1240.249,231.9131
834,207,809.8683,189.77899,858.8981,226.13213
1137,219,1127.5331,207.21773,1148.0693,232.23035
159,517,63.20925,450.2246,255.72575,585.2353
227,443,116.83727,388.5312,337.45636,498.08798
742,201,715.9464,178.00514,769.95514,225.00839
742,198,715.38916,173.00478,769.71295,224.60739
1236,183,1148.6837,137.89565,1324.2915,229.79773
171,483,0.9030439,364.4361,342.13077,602.7377
1462,199,1381.8108,155.51518,1543.1099,244.258
1271,206,1232.077,184.30269,1310.9374,227.96355
1194,206,1148.4644,178.05513,1240.1096,234.77834
1271,206,1231.0359,184.24893,1311.4414,228.94739
1193,206,1147.3357,179.28316,1240.1285,234.49118
1136,222,1126.5447,210.55753,1146.378,234.104
214,473,48.152027,364.4127,380.8966,581.59033
1378,199,1333.0624,174.89742,1424.2029,224.92543
680,199,656.15076,173.95352,705.07404,225.76918
1378,199,1333.4133,174.25053,1423.6919,224.65341
1732,221,1714.9758,207.74934,1750.0177,235.30417
1185,202,1140.7249,172.81209,1230.8256,231.89417
