cen_x,cen_y,xmin,ymin,xmax,ymax
138,641,46.268036,581.97974,231.54192,700.3713
1273,346,1209.1033,271.21057,1338.025,422.24335
1669,382,1623.2957,338.80234,1715.6926,426.81216
1246,243,1218.1279,219.49307,1274.0085,266.66855
1263,140,1250.8312,130.40472,1276.3115,151.39464
1354,112,1341.9829,104.76544,1367.1759,121.190346
1439,155,1423.4802,144.64171,1455.4297,167.10316
1280,115,1268.1543,104.29264,1292.6655,126.95106
1269,130,1256.5267,117.2226,1283.2238,144.08582
1307,111,1297.5908,102.0354,1317.1033,121.568855
558,287,538.5068,277.43762,579.0113,298.0287
850,287,833.387,278.74466,867.0297,296.11493
1669,383,1623.3434,339.04578,1715.1128,427.13315
1838,754,1754.9884,657.2273,1922.4158,851.37476
1086,447,1029.4482,398.42746,1142.9584,497.21405
1086,302,1050.7838,273.8294,1122.3638,332.1207
1332,233,1295.4437,178.24269,1370.1907,288.50604
1261,206,1238.792,187.26176,1283.8344,225.11424
738,334,710.64514,315.49698,765.8757,352.9756
888,445,827.88806,391.10684,950.06793,500.45013
475,890,422.58282,824.79706,528.12085,955.7657
1421,180,1404.0172,167.61176,1438.2574,194.33566
1307,147,1293.2097,134.08774,1320.8187,161.0393
1462,176,1446.0487,165.25119,1479.0321,187.21219
888,445,827.6229,391.57217,950.31976,499.81058
1461,171,1444.7299,158.1771,1477.6323,185.1288
1251,157,1237.1926,144.56755,1264.8176,170.84233
1350,143,1334.6492,131.39929,1366.5299,155.79729
1348,100,1334.7166,87.33712,1362.8574,114.48086
780,321,756.957,301.6028,803.7464,340.4046
1346,163,1325.3481,144.82246,1367.67,182.23914
1421,177,1404.4509,160.81023,1439.2355,193.928
1307,147,1293.2097,134.08774,1320.8187,161.0393
513,842,493.59665,791.20624,532.72076,894.1391
1261,139,1248.2662,130.70668,1275.5945,148.75543
1651,372,1607.1111,335.92355,1695.8314,409.95016
1304,305,1271.5728,272.87424,1336.6995,337.33322
1120,277,1088.3431,250.1481,1152.4869,305.24774
1202,205,1180.6779,188.79422,1225.2438,221.94318
658,353,603.88965,321.76886,713.4723,385.9248
1260,145,1248.5605,135.59267,1272.0825,154.61578
1451,159,1435.4231,140.42761,1468.1338,178.41534
1345,200,1325.073,183.39812,1366.252,216.88113
1345,191,1324.5688,165.84776,1366.453,216.32881
1345,191,1324.5688,165.84776,1366.453,216.32881
642,354,604.4282,323.29895,680.6734,385.62122
1425,140,1413.0269,131.32886,1438.3958,149.35284
1264,171,1254.0784,159.66304,1274.7705,182.91016
1290,119,1277.5408,107.347435,1303.72,131.77919
