cen_x,cen_y,xmin,ymin,xmax,ymax
674,614,643.82635,584.09393,704.3563,645.438
625,504,599.2958,481.78528,652.3315,527.61176
622,1025,568.17163,971.14856,676.644,1079.4406
904,545,881.57825,528.3874,926.6864,563.21234
942,407,925.4168,390.0809,958.6482,425.85992
665,343,647.38837,330.27298,684.3844,356.3777
769,316,754.204,303.77097,784.0516,329.57275
893,332,877.04407,321.49054,910.19635,344.18964
719,291,706.10394,281.60764,732.4963,301.4331
465,421,423.7603,365.18832,507.3704,477.32504
887,331,865.4376,320.11545,909.17096,343.3457
464,387,445.8972,364.85867,482.67477,410.37506
950,219,940.29724,207.82784,961.1529,231.82484
771,273,757.9625,260.0691,784.126,286.00314
941,408,925.0922,389.75974,958.2601,426.45197
454,446,424.2424,414.41776,484.76318,477.68878
465,438,424.1897,400.60706,506.11563,477.14542
665,343,647.38837,330.27298,684.3844,356.3777
632,597,624.7475,585.5799,640.25494,609.3133
625,504,599.02106,481.89703,652.48303,527.50635
550,1004,494.1672,933.9526,606.884,1074.8115
602,584,567.8242,556.907,636.3921,611.94745
466,421,423.92053,365.0565,509.86722,477.17682
1045,492,1006.48474,446.81946,1084.8676,537.76184
1050,502,1012.73944,467.26416,1087.3389,538.62976
1036,474,1006.3865,446.09192,1067.1766,503.02643
460,386,437.6903,366.27783,482.8361,406.3588
1037,475,1006.64294,446.38507,1068.5819,505.34198
1043,491,1005.85266,446.20532,1081.2478,536.01855
1050,502,1012.73944,467.26416,1087.3389,538.62976
649,700,611.418,659.0328,688.3351,742.38025
673,385,655.8722,369.6598,691.84033,402.15222
940,392,924.242,377.11316,956.8212,408.24164
919,526,894.0044,496.31543,945.0061,556.9007
931,657,900.38776,614.6095,962.24243,700.283
1015,418,986.97186,393.82574,1043.1486,442.3118
734,315,718.77264,302.65488,750.2013,328.26083
525,517,496.2553,485.07388,555.14606,550.30615
525,517,496.14618,485.13535,554.8373,550.3981
743,403,730.03534,389.21487,757.3389,418.25793
465,421,423.13718,364.6451,508.74283,477.56882
1004,384,981.3901,359.57077,1027.9171,409.91302
426,360,409.41986,350.21503,443.44415,370.70193
774,262,763.8204,253.24394,784.4938,271.72098
1015,417,986.45544,393.4562,1043.6345,441.98352
1003,384,978.29584,360.20618,1028.3678,409.53403
1329,516,1303.0876,494.2982,1356.184,538.6506
464,389,446.38318,364.9637,482.27435,413.77747
919,526,893.66394,495.64206,944.7032,557.1598
774,262,763.8204,253.24394,784.4938,271.72098
1316,263,1287.0077,240.39188,1345.5145,287.42856
931,657,899.9428,615.1553,962.3614,700.5585
590,504,582.82916,494.5295,598.5518,513.74994
905,337,895.0681,330.19882,916.29675,344.55347
734,315,718.77264,302.65488,750.2013,328.26083
457,443,424.31982,408.93463,490.40958,478.03195
637,480,615.1108,458.91003,660.75397,502.63544
1128,929,1075.9628,859.45996,1181.4556,1000.1312
612,422,591.05615,406.7956,633.12384,439.09576
1230,675,1186.2413,624.63574,1274.2734,726.9676
1061,348,1047.119,335.6685,1076.7559,361.1424
725,281,709.6906,270.3805,741.3758,293.26965
466,421,423.9162,365.31113,508.19885,477.4707
776,328,761.9731,317.60324,790.2514,339.90015
929,316,915.56696,305.10205,942.56903,328.5667
739,397,724.242,382.4507,754.89703,412.9482
351,460,322.55304,439.33704,380.74435,482.0154
1329,516,1302.6389,494.7182,1356.1884,538.08777
461,387,441.49927,367.14035,481.19534,407.05807
1230,675,1186.0913,624.6083,1274.2322,726.7484
739,397,724.242,382.4507,754.89703,412.9482
1230,675,1186.2177,624.4891,1273.8284,727.18024
465,442,425.07922,408.34668,505.09448,477.43698
1090,794,1046.7919,734.9983,1133.487,853.7928
633,888,587.5419,830.91345,679.3694,946.4728
513,805,464.19928,746.89453,562.92615,863.2939
675,628,644.481,597.1426,705.58716,659.2839
653,453,625.4991,428.86646,681.8663,477.38898
945,433,926.0398,415.06046,965.35913,452.20233
