cen_x,cen_y,xmin,ymin,xmax,ymax
1165,681,1140.8544,661.5522,1191.0186,701.64923
985,748,951.4188,718.6297,1019.44495,777.9801
1012,629,996.1968,616.07697,1027.9725,643.63477
1068,629,1052.7087,615.95667,1084.972,643.665
1094,579,1084.454,570.5516,1103.6531,589.39996
1116,595,1106.2002,585.29065,1126.063,605.7584
1213,1064,1130.5205,1048.9425,1296.1177,1080.326
1103,745,1071.3212,715.59393,1136.2438,774.43787
1077,677,1052.5818,655.0886,1101.6361,700.07635
1122,1028,1049.4342,977.49835,1195.0206,1079.4113
1873,920,1829.7535,880.5582,1917.943,959.4585
1047,635,1030.7319,620.6026,1065.13,649.6302
1074,599,1060.6216,589.16,1087.4976,609.1402
1074,584,1060.7168,568.2563,1088.0747,600.2647
1115,577,1106.1543,567.75714,1124.3832,588.2385
1308,748,1269.9176,714.78656,1347.8381,781.8567
1229,742,1215.3135,717.6759,1244.33,766.92114
1328,651,1316.0587,637.1315,1341.8373,666.7688
1612,698,1569.1753,669.73065,1656.494,728.127
1073,647,1058.067,633.9629,1089.3367,661.0152
1073,602,1060.2067,590.4141,1087.2723,613.92053
1074,609,1059.8112,595.251,1089.3723,623.8917
1146,678,1137.4218,669.38074,1155.0381,687.6045
1829,782,1803.7738,764.2347,1856.1672,800.33636
1047,580,1036.3188,570.55066,1058.5325,591.1691
953,855,900.34326,807.33105,1007.08875,903.2261
1078,647,1061.114,631.049,1096.8793,663.1041
1007,666,986.87463,647.42633,1028.2949,685.1401
1131,622,1117.5365,602.6725,1144.8643,642.5861
1031,606,1019.99,593.3013,1042.2449,619.0316
967,720,953.6134,696.831,980.7561,744.1411
1030,602,1017.09595,587.7544,1043.7406,618.0337
1006,629,991.27234,612.8485,1022.2811,645.6661
1432,680,1406.425,664.6079,1458.8912,695.98303
1132,622,1117.859,601.54254,1146.2638,643.0329
982,794,941.4274,753.32214,1023.7071,835.78326
1008,684,985.21826,662.664,1032.4058,705.59265
1155,670,1132.8762,648.88275,1178.9702,691.23694
1133,622,1120.6681,611.22217,1146.3596,633.882
1018,621,1003.0038,609.30286,1033.2184,633.262
1446,714,1416.1158,691.3994,1477.842,737.7738
1069,609,1055.8882,596.6272,1082.9316,623.02405
1115,592,1104.3937,582.9886,1127.321,602.4461
1040,596,1025.5969,585.67926,1054.6018,607.2284
