cen_x,cen_y,xmin,ymin,xmax,ymax
1065,628,1021.9829,594.11523,1108.9836,662.0555
1400,408,1371.5125,389.62625,1429.8966,427.34726
1507,392,1477.5438,373.2494,1537.0662,412.5094
56,772,1.913861,740.04065,111.693954,805.2063
1779,308,1755.9327,291.82037,1803.3145,325.10956
1490,320,1470.6951,307.5861,1510.8308,332.75613
600,281,584.83905,270.14468,616.86346,292.7689
1687,265,1675.0525,253.29282,1700.3129,278.4664
1368,348,1344.1797,335.4689,1392.6447,361.821
962,492,923.9173,455.94247,1002.047,528.39667
962,490,924.331,454.18164,1001.0537,525.9946
958,508,923.627,489.22318,994.3133,528.0829
1780,307,1756.0702,290.8911,1804.0444,324.63583
639,313,621.094,294.52798,657.61096,331.84616
963,474,924.60645,453.59827,1002.1721,494.9825
1099,379,1071.0452,363.00827,1128.5831,395.62354
1687,265,1675.0525,253.29282,1700.3129,278.4664
968,468,933.6649,452.3468,1003.7395,484.31558
1369,348,1344.9973,334.67273,1394.1903,362.34918
1506,392,1477.4521,372.8339,1536.0493,411.91666
958,508,923.627,489.22318,994.3133,528.0829
1097,379,1066.4237,362.38135,1129.0315,395.85663
1613,354,1551.3425,309.58487,1675.0833,399.6854
1423,306,1396.8129,292.57187,1449.9667,320.69775
1130,435,1098.905,417.09677,1162.5278,454.61996
1649,387,1623.6136,369.32785,1674.3964,406.34122
1370,342,1344.6119,327.90952,1396.864,356.17023
774,559,744.4071,537.8705,803.86554,582.06104
574,495,540.8064,461.7358,607.6201,529.69617
1718,309,1698.5044,296.11908,1738.5677,323.6035
1464,330,1436.3806,312.66025,1492.9681,348.7358
599,279,582.59076,266.45175,615.87537,291.81094
574,495,541.5493,462.13876,607.506,529.14264
1599,273,1571.3584,259.5383,1627.4199,288.25113
1813,282,1791.9839,269.3043,1834.1222,296.02048
1015,581,998.9761,570.69714,1031.5325,593.0725
1403,224,1386.759,210.00899,1420.811,237.99805
1230,418,1217.503,406.57816,1243.98,430.93668
1821,307,1798.1636,290.62003,1845.631,324.17215
1700,292,1671.1367,275.24667,1730.4607,308.9632
639,323,620.3686,305.0582,659.0068,342.0196
1598,274,1570.9073,259.50052,1626.5784,288.8679
1378,527,1358.5391,510.968,1398.5537,545.00543
1403,229,1387.0891,216.52113,1420.5646,243.4516
1821,307,1798.1636,290.62003,1845.631,324.17215
1423,306,1396.8129,292.57187,1449.9667,320.69775
1813,283,1791.48,268.85553,1835.8872,297.63434
1560,467,1528.9994,445.78403,1592.1581,489.98233
1598,344,1573.1959,324.61514,1624.7399,363.90396
1240,392,1210.0541,376.50125,1270.4634,408.47794
1873,279,1856.035,267.46582,1891.8533,290.6278
1345,378,1318.6346,361.77414,1371.4951,395.33276
1118,466,1086.9027,445.30588,1150.8854,487.11426
45,783,-0.3049023,749.6021,91.48143,817.58966
591,482,556.7316,440.9786,625.57794,524.9945
1843,258,1825.7708,248.96794,1862.083,269.02612
1142,368,1115.2129,353.61026,1170.3745,384.23367
1484,302,1458.533,286.10895,1510.7383,319.1483
487,709,439.85767,661.3764,534.65924,757.40265
1233,370,1199.429,353.2842,1266.8074,388.71545
635,382,611.74615,352.57584,659.106,411.79367
1233,370,1199.429,353.2842,1266.8074,388.71545
1530,309,1512.3038,297.94305,1548.1785,321.42487
1484,302,1458.533,286.10895,1510.7383,319.1483
590,483,556.3501,440.679,625.1308,525.3501
1906,281,1894.2382,271.5262,1918.7489,291.8793
1345,378,1319.1855,361.7463,1371.361,395.86133
1142,368,1115.2129,353.61026,1170.3745,384.23367
487,709,439.53204,661.2563,535.027,757.3233
1387,296,1360.5454,284.99936,1413.9993,308.92477
1530,309,1512.3038,297.94305,1548.1785,321.42487
1678,257,1660.6561,248.07576,1695.7726,266.4532
1240,392,1210.0541,376.50125,1270.4634,408.47794
1461,421,1386.0475,364.07797,1537.0466,479.24777
1249,414,1217.4548,394.9873,1281.8301,434.0568
1156,427,1124.8131,410.85025,1189.1506,443.80444
1725,378,1701.0546,361.42874,1749.3204,394.9745
1219,377,1190.8672,360.23843,1248.8237,395.1719
996,479,958.92615,458.7184,1034.872,500.45953
