cen_x,cen_y,xmin,ymin,xmax,ymax
719,631,669.17395,589.6097,770.1665,672.96674
414,311,382.60352,273.34366,445.76657,350.25632
408,218,394.23544,207.15678,422.5931,229.73808
414,311,382.47333,273.55502,445.71985,350.03326
408,218,394.23544,207.15678,422.5931,229.73808
641,748,582.84796,694.03937,699.4939,802.9541
791,706,731.26263,658.6026,850.753,753.9937
615,498,575.12286,465.3325,655.56433,531.2129
1004,768,934.1444,712.47015,1075.0397,825.4612
655,427,621.3379,400.9354,689.96576,454.34903
472,235,455.92148,221.15102,488.9803,249.58464
536,297,517.0552,281.66342,556.012,313.21805
441,193,428.89664,183.11133,454.26315,204.14104
857,621,802.1782,578.5746,912.31177,665.05426
535,592,490.7889,553.1576,580.83203,632.0515
554,401,526.57166,377.35812,581.49896,425.62216
466,414,436.8552,391.74612,496.06848,437.96112
597,360,570.68445,337.92224,624.06055,382.21634
479,247,460.31277,230.10995,498.00916,264.7501
365,223,350.38626,211.72902,381.51413,235.45802
597,360,570.0169,338.00635,624.17487,382.26407
388,191,375.8588,182.03752,402.0713,200.11821
479,247,460.31277,230.10995,498.00916,264.7501
393,190,380.91354,178.06743,405.86832,202.55412
1301,516,1245.2513,482.3806,1358.6195,550.50946
417,300,396.1735,284.38855,438.05258,316.961
1301,516,1245.3113,483.23456,1358.0164,550.2624
417,300,396.1735,284.38855,438.05258,316.961
1195,986,1091.825,903.79065,1298.3899,1068.9424
587,635,538.0759,592.8967,637.568,677.2727
494,317,469.7798,298.64667,518.47534,337.31326
492,448,459.9186,416.60977,524.1404,480.06845
383,247,366.6158,235.11595,399.79788,258.92105
664,706,605.4849,654.4826,724.044,758.7247
289,728,240.15614,679.75165,338.98163,776.7348
475,433,443.20386,405.14612,507.54068,461.03018
461,284,436.53818,262.23288,485.52252,306.50885
360,216,345.91083,205.98099,375.05637,227.20975
426,234,404.59708,227.10956,447.87616,242.8869
384,314,367.1548,306.73517,401.76514,323.08853
423,222,402.48245,205.43835,444.41623,239.59929
461,284,436.53818,262.23288,485.52252,306.50885
1374,516,1345.2582,495.47153,1403.8235,538.2025
693,456,654.4049,424.9193,732.17334,487.75253
506,468,441.53375,381.57706,570.57587,556.0455
1467,518,1403.9681,473.91907,1530.4246,563.66956
1405,495,1279.3956,428.59644,1531.3687,562.8232
506,467,441.40317,381.10675,570.90594,554.7124
1404,494,1278.3533,424.99115,1531.4407,564.22095
356,215,341.8087,204.47003,371.2944,226.91687
460,414,431.3083,389.6747,489.6975,439.23468
1496,565,1440.4205,535.6897,1552.6566,595.458
436,192,423.50006,182.3051,448.50443,203.0905
775,530,731.3227,494.38818,820.5727,566.2742
485,456,450.34268,426.14746,519.8972,486.01224
502,338,475.94537,317.06155,528.59546,359.3119
556,319,536.6003,303.78818,576.3239,334.53647
349,195,332.94464,175.16362,366.73434,215.53412
1328,573,1265.4777,541.3704,1390.6803,604.6539
349,195,332.94464,175.16362,366.73434,215.53412
1308,572,1265.9896,543.2973,1351.7303,601.078
1439,513,1277.2461,427.11905,1602.735,599.4578
1468,532,1350.6321,466.32224,1586.6823,598.5491
978,738,909.2983,686.35004,1048.669,789.8518
1013,1009,910.18427,939.3437,1117.7466,1079.4117
591,453,554.7466,424.98325,627.9512,482.4184
193,549,155.95361,515.0664,231.72345,584.8351
514,281,494.3881,266.1599,533.92346,296.00302
661,432,625.2803,400.28635,697.2977,464.0673
1389,486,1364.7104,461.8926,1413.9828,510.25043
389,268,369.11554,251.41814,409.9568,285.94714
1389,486,1364.7104,461.8926,1413.9828,510.25043
1375,482,1342.6815,459.107,1408.7584,505.81644
660,431,624.33826,400.36954,697.5578,463.09607
871,804,800.37054,743.8655,943.1695,864.42346
766,538,721.34094,504.70242,812.0233,572.62067
386,260,368.63345,245.3026,404.9679,274.8583
410,211,393.97525,198.70583,427.8694,224.7128
893,342,859.8412,319.80505,926.46387,364.32462
263,183,244.23969,162.90224,282.78738,203.53235
722,884,638.6076,803.3284,805.4666,965.4648
402,218,383.7993,206.01143,421.96964,230.53398
435,193,422.4743,181.64537,449.24414,204.53645
354,206,341.2863,195.591,367.66534,216.91605
796,994,705.38477,912.11206,888.063,1077.5701
828,593,775.29553,554.2878,881.13336,632.2468
690,596,638.6902,557.32544,742.9251,635.2599
429,246,412.25803,231.90245,447.60397,260.61484
366,222,352.23248,211.48296,380.09772,233.3403
459,220,446.15964,209.66438,472.65088,232.03568
388,946,371.88364,923.7234,404.117,969.9465
630,723,569.84485,655.3901,690.26404,792.32965
630,723,569.7889,655.53906,690.5478,792.05
630,723,570.22455,655.30414,690.2341,792.5515
1295,568,1265.3458,546.9178,1325.6252,590.06006
513,501,477.56787,470.36826,548.7159,531.63354
498,325,471.54126,304.1332,524.9525,346.41565
427,239,408.72913,226.291,446.78192,253.59238
597,456,560.1827,417.04056,633.9068,495.0471
597,456,560.07086,417.05734,634.2253,494.99954
350,190,336.11844,174.8655,364.46268,206.06026
597,456,560.07086,417.05734,634.2253,494.99954
350,190,336.11844,174.8655,364.46268,206.06026
675,457,636.9413,427.3467,714.7475,487.1347
675,562,624.14825,525.62787,725.96387,599.1473
449,206,433.91916,194.87766,464.68033,218.43045
390,266,365.48035,233.76764,414.53738,299.53845
389,266,365.55972,234.31029,414.37375,299.4657
162,485,115.314644,455.93622,209.74895,515.80634
141,491,115.47756,468.6109,168.22813,514.8048
632,509,589.9804,473.1614,674.4392,546.73486
756,512,710.98413,480.03842,801.418,545.44684
537,323,512.14197,301.00836,562.5666,346.19485
474,401,423.23334,336.76794,524.8681,466.44818
473,402,423.2632,337.3855,524.47943,466.74234
473,401,422.70035,336.91562,524.7969,466.47205
634,495,576.926,435.1206,691.0978,556.0807
511,337,489.03574,318.58054,534.4184,356.585
439,358,416.08072,335.91544,463.81662,380.09103
374,233,359.89124,220.75136,388.3124,245.30399
434,243,416.806,231.13411,451.97507,255.99481
434,243,416.806,231.13411,451.97507,255.99481
746,977,670.60016,902.75024,823.3064,1051.3663
862,642,801.2126,597.09924,924.08014,688.8684
290,802,240.91818,749.11725,339.63394,855.4777
585,451,551.67365,424.10968,619.65546,479.0252
1369,538,1313.5745,505.70987,1424.5576,572.1621
