cen_x,cen_y,xmin,ymin,xmax,ymax
20,108,12.952204,100.0506,28.707626,117.74075
21,91,14.415879,84.14075,28.10906,98.32669
21,100,12.820415,84.09589,29.226505,117.62366
20,108,12.952204,100.0506,28.707626,117.74075
21,91,14.415879,84.14075,28.10906,98.32669
21,100,12.820415,84.09589,29.226505,117.62366
24,98,17.525488,90.87501,32.229527,106.121704
19,84,12.997101,78.53856,26.140749,91.02962
20,101,13.129435,93.6543,28.863716,109.14623
22,149,12.011571,135.48117,33.867126,164.0607
35,84,29.42055,77.40324,41.621292,91.40604
35,83,29.337578,76.21046,42.01634,91.39196
20,101,13.129435,93.6543,28.863716,109.14623
22,149,12.011571,135.48117,33.867126,164.0607
35,84,29.42055,77.40324,41.621292,91.40604
35,83,29.337578,76.21046,42.01634,91.39196
87,209,68.455574,187.16661,107.17979,230.84413
47,109,39.027687,99.10542,56.260845,120.11796
26,143,14.38805,127.699715,38.314316,159.1565
21,113,12.412023,103.72415,31.522095,123.73095
47,109,39.10291,99.197655,56.322132,120.125534
75,191,58.219296,170.38957,93.328674,212.6177
28,176,14.782921,159.09929,42.702568,192.99966
16,92,10.178757,85.6833,23.485704,99.27939
19,114,10.883042,104.62346,28.387238,125.10308
36,84,30.934868,79.204735,42.02547,90.56396
26,143,14.141697,124.87997,39.393627,161.7396
26,143,14.359218,124.85087,39.405067,161.46075
55,133,44.979015,121.0639,66.418076,145.60454
55,132,44.753227,120.27154,66.149536,145.47736
66,159,52.764637,142.5714,81.136604,177.0615
45,102,37.934914,94.47546,52.999207,110.90756
21,92,14.793276,85.49648,27.39674,98.878586
66,158,53.21449,143.54787,79.480835,173.5067
23,125,13.777031,113.84783,33.299213,137.26968
46,116,37.551994,106.64303,56.09661,126.65166
62,151,48.206406,136.48558,76.38493,167.14107
56,179,41.968315,161.68456,70.18741,197.67236
56,173,42.773617,161.72182,69.695145,184.3724
38,88,32.334614,81.62311,43.8491,94.890755
39,207,22.263252,183.89398,56.851223,231.31807
23,115,15.1414585,106.08944,31.088024,125.79509
20,92,14.74987,85.51821,27.102596,99.0191
39,207,22.37459,183.9153,56.721447,231.16574
23,115,15.232564,105.97445,31.035118,125.808914
42,171,30.333239,154.26985,53.79816,189.52026
22,102,14.679595,93.898254,30.67885,110.24645
46,115,38.243835,105.37273,55.73674,125.30331
19,90,13.595565,83.20849,26.004879,96.859436
19,91,12.306891,84.832146,26.221722,99.083
39,85,32.674423,76.33249,45.867317,94.18628
19,91,12.306891,84.832146,26.221722,99.083
39,85,32.674423,76.33249,45.867317,94.18628
84,180,67.719666,162.85873,101.324066,197.27483
43,148,31.436132,135.33217,56.10302,162.65497
45,206,26.21134,176.5638,65.203964,237.09526
45,206,26.326517,176.52385,65.23468,236.82959
46,119,36.799088,110.23134,56.210197,128.74124
93,205,74.68273,183.4435,113.07632,227.6
93,205,74.68273,183.4435,113.07632,227.6
28,131,15.998221,117.27303,40.04027,145.68864
105,84,99.16979,77.69338,111.87107,91.38921
28,131,15.998221,117.27303,40.04027,145.68864
105,84,99.16979,77.69338,111.87107,91.38921
67,152,54.364468,138.06721,81.219215,166.68053
24,144,12.019652,130.25761,37.811115,158.98022
20,104,13.683343,99.91059,28.13858,109.9919
20,100,11.295196,90.71813,29.971788,109.83408
94,207,71.54043,184.46747,116.809425,230.59227
39,90,31.48273,83.42935,47.736557,96.82478
28,129,17.768337,116.230736,39.209835,143.3302
28,130,17.949831,116.66508,39.037197,143.71635
37,178,21.397385,162.52072,52.861877,194.69409
38,81,31.59928,74.72229,45.348766,87.85478
138,137,128.45222,129.41042,148.45866,145.29767
39,162,24.363325,145.80978,54.637062,179.86441
39,162,24.362812,145.58664,54.683685,179.65947
39,162,24.363325,145.80978,54.637062,179.86441
