cen_x,cen_y,xmin,ymin,xmax,ymax
1022,278,982.71063,251.88228,1062.2632,304.93045
887,238,860.98883,219.30908,914.1531,257.30655
501,182,482.595,165.525,520.683,198.71509
667,218,644.1943,198.40341,691.52594,238.20372
582,211,556.20087,182.75386,608.5753,239.28062
582,211,556.20087,182.75386,608.5753,239.28062
1197,437,1168.0294,424.71625,1226.4575,451.228
668,218,644.10876,198.3463,692.3715,238.26628
501,181,482.4612,165.53476,520.7806,198.33446
636,334,595.9699,301.6746,676.93396,368.242
886,183,831.69073,138.36127,942.03467,229.34438
771,823,527.07104,573.4551,1015.34106,1072.8287
530,118,518.9689,110.47253,541.3306,126.14497
1206,448,1172.0999,433.11108,1241.3915,463.86618
517,76,505.52914,64.4458,528.7765,88.77957
771,822,527.8613,574.7999,1015.194,1071.1616
898,466,825.31525,413.50604,972.36993,520.32623
733,354,684.3111,317.42096,782.991,391.91592
562,469,510.6483,417.79953,613.5642,522.0721
780,537,709.63983,472.30267,850.7114,602.4627
971,251,934.0192,224.37648,1008.1007,278.57104
522,274,492.58072,250.1962,551.72675,299.36984
565,197,544.6303,180.60068,587.2757,213.91109
872,181,849.1896,165.61569,895.1322,196.72534
538,135,524.03046,121.25843,553.21814,150.14934
1887,958,1853.912,898.41974,1921.873,1017.8335
483,110,470.4414,95.77503,497.48425,125.84721
1102,374,1047.1746,332.59717,1158.6578,415.4061
936,860,892.7237,818.57495,980.0028,903.28827
1022,277,994.62946,251.24384,1050.3849,303.05914
1020,242,987.1536,219.9375,1053.2544,265.15524
595,158,580.9733,146.40436,610.51807,171.30371
1012,275,974.751,248.03905,1050.666,302.65744
1203,438,1171.7861,421.49692,1235.6389,455.01926
1103,374,1047.3284,332.5025,1159.1859,416.00745
930,840,897.25336,797.3014,963.217,883.80817
858,676,757.01245,589.1478,959.42615,763.1584
636,196,618.1621,180.62541,654.9621,211.74063
858,166,835.047,150.65356,881.3561,182.41801
585,139,573.6096,129.07954,597.6985,148.95927
659,784,448.6215,499.45508,869.779,1070.248
1202,440,1173.0457,425.61588,1232.4635,454.7906
656,785,444.39658,499.92935,868.8532,1070.2528
516,232,488.7216,201.55269,545.0296,262.7749
542,139,526.6201,128.80638,558.09845,150.92271
516,232,488.7216,201.55269,545.0296,262.7749
858,675,756.5384,589.04114,959.6813,762.6423
1190,405,1157.065,391.46652,1224.5751,419.01065
636,196,618.1621,180.62541,654.9621,211.74063
942,234,912.7861,213.3012,972.4743,256.06152
899,252,867.24475,230.58594,931.428,274.51154
944,525,864.25037,464.69836,1025.0253,587.251
610,164,593.9339,151.96754,626.7427,177.66136
802,190,785.11426,175.61804,820.31415,205.91304
536,132,524.75476,120.63689,547.6487,144.33797
1207,444,1178.4471,429.19278,1236.8398,460.52853
941,774,906.69464,710.3955,975.53503,839.2276
944,526,864.9171,465.25107,1024.91,586.9162
536,408,492.12292,359.11365,581.20953,458.70026
658,355,608.3944,307.2736,708.537,404.4806
925,212,893.346,186.35158,957.22833,239.28435
1320,459,1249.7031,410.61423,1391.1003,508.764
1608,695,1582.5061,674.53925,1635.124,716.74963
614,192,594.4512,173.06807,634.5861,212.47093
555,168,540.78253,155.79134,570.2889,181.4028
