cen_x,cen_y,xmin,ymin,xmax,ymax
968,1030,918.7019,981.8712,1018.78094,1078.7183
412,849,362.51382,826.87244,463.33685,872.5801
770,705,755.8358,691.53143,785.03973,719.3556
850,664,832.0779,643.99,869.43353,684.27606
891,661,881.50714,651.5172,900.6969,671.76447
849,663,830.7369,642.964,869.0521,684.04724
968,1030,918.7621,981.66046,1018.7813,1078.942
315,864,260.59995,839.5576,370.5387,888.92267
591,783,560.3715,762.8209,622.3124,803.86
464,832,421.85498,810.8174,507.7206,854.60236
70,880,40.422684,861.4809,101.54334,899.73706
70,882,40.1306,861.9198,101.74175,902.2113
709,631,696.7598,620.43115,721.71765,642.6991
674,658,663.076,646.0764,686.4389,670.6668
662,698,649.11304,686.42053,675.7539,709.91064
1412,972,1319.5436,900.8944,1505.7285,1044.702
757,759,730.494,698.0105,784.8121,821.2293
300,863,253.60739,838.3528,347.71277,888.9218
931,999,892.42596,953.2134,971.47943,1046.1556
1085,878,1051.2811,849.50415,1119.7997,907.80414
994,828,970.5856,804.7969,1017.6879,851.45056
1029,955,970.4009,882.62006,1088.1902,1028.2924
903,918,871.4969,884.8068,934.896,952.5492
417,842,370.338,819.16235,465.34412,865.8771
666,890,635.205,862.25256,697.2727,919.5931
768,983,728.3418,940.4241,808.17053,1026.7633
654,1035,610.1882,991.8455,699.239,1079.1986
1050,988,1009.3634,941.6483,1091.0093,1034.699
694,713,677.2705,698.21326,711.1302,728.8824
962,900,938.5364,868.4067,986.23206,933.5141
921,803,891.59485,771.23425,951.91693,835.3675
1095,1063,1054.658,1047.434,1136.4163,1080.5383
877,853,848.2925,818.84454,906.1165,888.9869
474,868,425.63248,841.4652,522.819,895.9811
921,803,891.59485,771.23425,951.91693,835.3675
1025,755,1001.06195,734.6899,1049.5199,776.14294
768,984,728.7228,941.6447,808.1819,1026.6847
1030,956,970.6736,881.35724,1090.1967,1030.897
962,901,938.4503,868.13696,985.8366,934.45996
343,884,286.9665,870.4338,400.13483,898.6952
876,853,848.11707,818.5934,904.9987,889.3017
666,891,635.4344,862.99713,697.76843,919.66376
846,672,827.88934,650.9203,865.8931,694.54944
757,759,730.2821,698.07654,784.6998,820.8798
524,823,484.0284,796.94104,564.13885,849.1117
317,876,268.2276,860.79156,367.42767,893.1398
948,761,930.78687,744.9457,966.5247,777.07324
508,1000,439.15372,924.4014,578.4996,1076.3337
846,672,825.90704,651.60406,866.47003,693.80676
1050,988,1008.47546,943.5368,1092.4507,1034.4572
846,672,827.88934,650.9203,865.8931,694.54944
1025,936,969.303,881.68134,1081.7107,991.9866
1086,879,1052.8921,849.8142,1120.3617,909.03784
971,873,930.91797,829.3346,1012.3683,916.8097
682,792,660.602,773.54614,705.3551,812.1974
608,848,579.1272,822.54486,637.91547,874.67535
636,757,617.69965,740.1322,654.82263,775.61774
703,924,669.29956,892.50616,736.7891,957.39795
929,1003,887.42236,958.0635,972.52783,1048.4517
873,837,849.2623,810.083,898.72614,865.8715
1081,944,1041.1,908.8071,1121.8573,979.2659
903,916,868.3746,881.1453,938.1275,951.761
655,716,639.77435,702.21375,671.4638,730.6837
1172,1036,1120.2006,993.2129,1225.4202,1079.0863
1314,1058,1264.103,1038.5684,1365.3689,1079.1713
266,872,225.26149,851.7189,306.80865,892.5784
516,848,472.43463,822.06433,559.68445,874.488
1172,1035,1120.6642,992.6707,1224.5308,1078.329
550,989,505.95276,952.1677,595.9468,1027.4664
972,1054,931.4359,1031.0786,1013.34,1078.8743
854,792,832.0706,775.3899,876.7886,809.29083
903,916,868.02496,880.99207,939.10394,952.8101
697,692,681.7037,678.04865,713.16754,705.9559
361,846,299.30783,814.3804,423.3487,878.97644
541,804,493.801,765.74054,589.90265,844.2241
733,662,719.5055,651.08655,747.2623,674.7885
969,1054,931.2489,1030.8248,1008.51166,1078.7917
135,878,78.25198,857.8689,193.37614,899.3657
852,771,829.0474,736.34143,876.21466,806.43207
116,871,81.5277,855.3631,151.13213,888.03595
874,838,849.0555,810.62476,899.5088,866.88165
537,815,483.582,765.56055,591.50244,866.1848
971,873,932.1379,830.11096,1011.7266,917.4888
614,830,579.12103,806.98706,650.7196,853.02203
718,795,683.8569,774.7906,753.7184,816.5109
973,830,946.5192,801.50726,1000.7048,858.7037
358,878,303.42603,855.398,413.2043,901.09174
764,772,745.6769,755.4231,782.8647,790.40454
774,914,736.4257,849.7987,813.34344,980.16693
667,690,654.24695,677.44336,681.36414,703.2445
797,610,785.60364,600.16547,809.3079,621.71204
775,915,736.6452,850.7805,813.53094,979.27875
905,629,889.14886,618.7046,921.861,640.5255
772,744,757.49976,732.944,786.94086,755.5391
761,844,741.75757,825.6385,780.4221,863.8754
771,723,756.3251,714.8371,786.05237,732.1419
421,846,375.60345,824.57117,466.56818,869.13324
578,791,543.35864,768.7965,613.8072,814.66125
826,665,813.22076,653.80853,839.69366,676.4191
233,865,173.99062,833.94476,292.7768,897.71844
233,865,174.6598,833.5171,293.02872,897.64026
768,686,752.6458,674.35144,784.86707,698.7706
233,866,174.60757,834.12054,292.28558,898.3098
408,823,292.20773,761.99615,525.50494,885.44934
217,879,168.21509,859.46643,267.72552,899.72504
422,877,369.48157,852.23254,474.75256,902.2087
672,929,636.33124,896.6154,708.45624,962.9263
553,953,516.83575,918.99554,590.37866,987.4524
1306,1032,1234.1538,985.86945,1378.4669,1079.2522
643,747,624.2982,729.4855,661.9961,764.99506
706,795,677.8115,778.56464,735.43774,812.4661
694,707,675.04474,692.9521,714.2729,721.2744
696,751,675.8302,734.45795,716.9317,768.4123
667,677,653.0758,665.04895,681.1033,689.80615
699,778,677.1283,749.8527,722.24493,807.97125
53,883,22.293818,855.37915,84.861145,911.9619
53,883,22.374239,854.9191,84.25284,912.8584
954,713,939.97516,702.4523,969.698,725.0007
806,644,796.9912,631.6294,816.741,658.2187
734,625,724.7587,614.9857,745.1664,636.02356
880,645,865.3441,632.38806,895.8579,657.8242
612,1070,572.2233,1059.3647,652.5298,1081.0743
703,665,691.1556,653.93317,715.5609,676.40717
853,631,838.5734,618.11664,868.3184,643.8872
903,645,893.0608,635.31036,913.0523,655.96265
672,930,635.72186,896.3086,708.9881,963.82446
1424,978,1352.7463,918.9028,1497.1877,1039.0685
582,793,550.28143,771.72595,615.0105,815.81866
1213,873,1173.3997,840.6888,1254.5094,906.48035
856,694,829.89453,674.12537,882.92896,715.4217
824,627,810.1761,613.6239,838.0489,641.3657
872,729,840.7666,704.9515,903.58215,754.63336
847,653,830.6127,641.8118,865.3617,665.63275
879,667,867.5526,656.95514,891.6985,677.54333
872,729,840.0856,704.2033,904.739,754.33606
818,664,805.81506,651.25,830.9478,678.24164
1214,873,1173.3484,840.8073,1254.8914,906.07495
759,624,746.401,606.94727,772.24005,641.31134
856,695,830.07416,674.92053,883.63293,716.02496
904,630,888.59503,621.04956,921.0456,639.332
824,627,810.1761,613.6239,838.0489,641.3657
759,624,746.401,606.94727,772.24005,641.31134
854,673,831.91565,663.28253,876.2093,683.15735
1074,630,1036.5826,614.7976,1112.5636,646.6375
846,618,829.79,609.59845,863.52704,628.1391
842,617,828.75037,608.6344,855.61743,626.0123
800,631,789.0521,618.64294,812.4217,643.67255
757,616,746.07367,604.28674,769.14923,628.01776
1084,944,1045.3936,910.4569,1124.4558,977.8101
876,623,858.79596,613.79596,893.7116,634.00336
826,642,813.7789,633.79645,839.0744,651.8102
798,598,783.9968,587.4197,813.71454,610.0929
832,602,819.77264,594.3392,846.0053,609.9938
1084,943,1045.3081,910.19727,1124.1329,977.7099
740,861,709.3254,836.13654,771.35394,887.5133
740,723,723.31573,710.2627,758.0512,736.02405
644,1024,598.534,982.96326,690.15546,1065.4225
1174,1039,1117.5153,1000.1385,1230.6835,1078.889
