cen_x,cen_y,xmin,ymin,xmax,ymax
525,399,477.32703,352.58524,573.88025,445.86038
458,155,438.96954,138.5451,479.00266,172.91025
473,104,456.50842,90.21378,491.21146,118.27462
224,615,136.95856,535.3372,313.0123,696.12616
554,80,541.474,68.31525,566.8416,93.35164
1116,335,1098.1252,318.63345,1135.1494,351.84976
225,615,137.34003,535.05365,312.93057,696.2008
773,115,751.88495,103.67413,794.6285,127.28221
484,69,473.56772,59.889217,496.04846,79.76176
1022,335,1000.12964,316.42294,1044.7485,354.80295
1116,335,1098.1252,318.63345,1135.1494,351.84976
628,200,599.97504,178.62355,656.3653,221.62657
584,139,563.8031,120.39035,604.28406,158.18227
602,86,588.3708,74.57169,616.42786,97.95042
1116,335,1097.5731,319.16882,1136.112,352.6442
584,139,563.8031,120.39035,604.28406,158.18227
1023,335,1001.20746,316.1865,1045.3307,355.61035
671,277,634.65265,247.4006,708.67035,307.51013
913,651,828.8323,573.6961,998.71814,729.30676
501,241,469.1486,206.5918,533.9823,275.79996
341,248,313.57004,222.0864,368.6653,275.1871
672,161,652.2686,144.68584,693.5777,178.12518
521,163,499.49338,146.87555,543.73944,180.54112
457,140,438.3599,125.03874,476.13834,156.72778
1023,332,1000.41534,315.175,1046.4414,349.6608
597,136,578.47736,119.459946,615.6035,153.33257
479,101,464.8268,89.13054,494.4439,113.07649
1118,333,1099.2098,314.75864,1138.2042,352.1946
914,651,828.9201,573.2091,999.1761,729.7896
513,63,501.16904,53.987785,524.91425,72.361305
1055,364,1040.3612,350.52,1071.2971,378.87143
597,136,578.47736,119.459946,615.6035,153.33257
501,240,469.0702,206.35692,534.55115,275.5245
1212,342,1189.907,329.8948,1234.6099,355.67145
1143,143,1107.7755,119.77461,1178.5442,166.9056
901,412,841.68604,359.1982,960.5059,466.76602
527,415,481.25262,373.9233,573.4152,457.85443
387,349,343.96637,314.0749,430.65982,385.811
442,577,374.3315,515.63965,511.36383,639.51874
606,166,581.43396,137.9191,631.6678,194.08527
517,266,481.0535,220.4325,553.61115,311.782
727,229,693.68384,199.63228,760.4047,259.6128
587,129,570.16626,112.97515,603.88556,146.75256
727,229,693.9863,199.8865,760.6491,259.29025
1022,333,998.79266,314.01773,1046.507,352.0485
415,127,396.68005,111.2552,433.87692,143.88649
1117,334,1098.5818,315.8555,1136.2012,352.35123
517,265,480.14087,219.99783,554.0514,311.95367
924,226,908.2409,215.34221,941.3681,238.31787
727,229,693.68384,199.63228,760.4047,259.6128
1117,334,1098.5818,315.8555,1136.2012,352.35123
481,64,470.66504,54.25528,491.99866,74.80114
350,430,293.6827,380.3171,406.32242,480.66913
529,330,492.7569,297.4086,565.86194,364.28464
451,174,429.79443,155.76329,473.98175,193.01219
