cen_x,cen_y,xmin,ymin,xmax,ymax
1558,586,1537.6041,562.4171,1578.4656,611.0548
1552,412,1526.4624,392.40842,1578.2046,432.00473
782,227,761.4062,199.08333,804.44366,256.48987
782,227,761.0434,199.43156,804.43634,256.25137
782,227,761.1091,199.0654,804.31995,256.8172
928,912,790.5608,749.69006,1066.7662,1075.6208
928,911,789.82544,747.8864,1066.5337,1075.0021
934,976,800.5968,876.2538,1067.6637,1077.3713
808,156,794.99994,145.04675,821.75214,167.83751
1200,302,1175.274,279.4522,1226.5745,324.5939
808,156,794.99994,145.04675,821.75214,167.83751
824,184,810.0459,173.61412,838.5024,194.8357
775,186,754.5028,161.11536,795.5817,211.38722
775,186,754.5028,161.11536,795.5817,211.38722
684,247,674.1353,229.79,694.42004,264.39053
1175,622,1105.9408,565.4061,1245.8536,678.7247
980,465,906.6558,380.37073,1054.4945,549.8991
794,317,757.26465,262.4848,832.45386,372.88483
831,172,810.0276,140.01157,852.04767,204.5577
771,221,750.52594,203.20575,793.4577,239.81924
234,347,205.19016,326.717,264.70013,368.77646
795,317,757.6759,262.48056,832.32434,372.48416
771,221,750.52594,203.20575,793.4577,239.81924
841,215,815.34235,175.03473,867.39557,255.78622
786,230,749.7821,129.98172,823.9562,331.10757
859,868,748.786,702.37427,970.589,1034.9642
789,282,756.4473,234.51021,822.197,330.76724
826,655,752.241,595.36975,901.1617,715.3551
367,265,348.00494,251.6743,387.99396,278.87775
826,654,752.7096,595.5957,900.9704,713.06024
880,298,853.43005,274.0315,907.6363,323.5
809,477,748.74695,376.76917,869.494,578.15576
233,347,203.11356,323.3124,264.8029,371.0536
780,248,750.9675,190.73611,810.9799,305.5117
807,476,748.89435,376.29672,866.37115,575.7189
781,248,751.5582,190.77333,810.6098,305.6039
368,264,347.96506,251.21011,388.38577,278.74646
782,214,749.4638,125.04828,815.8575,304.1392
232,348,200.39812,326.22153,264.28052,370.28256
773,196,751.04913,167.81104,795.31116,224.81529
882,329,839.18225,277.2321,926.3974,381.6774
882,329,839.0124,276.87338,926.0501,382.28766
773,196,751.245,167.32367,795.0604,224.97333
845,220,835.49005,206.30855,854.7401,234.70142
763,131,750.296,116.76118,775.90076,146.33595
366,265,344.96704,252.163,388.4571,279.44336
1051,593,904.5849,378.33902,1197.8828,808.0773
810,457,752.7418,368.78778,867.9264,546.58966
367,265,346.37308,251.48318,387.9982,280.1681
810,163,798.65454,154.41495,822.48474,172.81752
816,164,803.6228,156.54675,829.38873,172.97949
801,138,789.92236,131.26839,812.27136,146.54858
366,264,344.7492,250.52684,387.5795,278.83136
367,265,348.19284,252.47403,387.2242,278.55225
367,265,347.20895,251.64478,387.09985,279.44724
911,260,890.0689,242.31769,932.91376,278.4131
781,243,755.1547,207.00275,807.70905,279.84195
1877,857,1833.2035,771.06195,1921.9436,943.44055
366,267,346.72012,253.2836,386.78247,281.59714
775,262,756.8473,244.68713,793.51483,279.64005
776,204,761.70825,185.36281,791.8012,223.23293
776,202,761.6109,182.51276,791.2438,223.32814
802,144,790.8631,135.46677,814.11615,153.25578
773,167,761.652,155.30725,785.98663,180.60004
773,167,761.652,155.30725,785.98663,180.60004
802,144,790.8631,135.46677,814.11615,153.25578
813,430,760.4971,353.70615,865.6659,507.2319
793,292,772.42584,262.41113,815.5668,321.62796
667,235,647.66345,213.38388,687.45807,257.84088
813,429,760.46606,352.95633,865.6349,506.84232
771,156,755.9777,133.89445,786.4263,178.3918
667,235,647.8618,213.29955,687.3575,258.12473
793,292,772.42584,262.41113,815.5668,321.62796
827,143,817.1433,133.74927,838.8144,153.84158
771,156,756.9118,134.45483,786.32355,178.0502
482,364,462.98798,348.78934,501.6569,380.13248
793,292,772.42584,262.41113,815.5668,321.62796
813,429,760.46606,352.95633,865.6349,506.84232
771,156,755.9777,133.89445,786.4263,178.3918
959,322,931.38367,298.6744,986.6669,345.80756
516,204,491.60904,178.98604,541.6905,230.4031
1063,218,1036.1685,201.90334,1091.5992,235.67702
772,173,759.1136,155.50131,785.7245,190.75053
836,204,819.8221,187.13232,852.4835,222.33224
959,322,931.74243,298.8786,986.9319,345.53177
836,197,820.394,178.324,852.57556,217.2711
482,363,463.49063,347.5188,502.4358,379.38663
836,191,821.29486,173.73955,852.1665,209.20912
772,173,759.1136,155.50131,785.7245,190.75053
885,223,866.09875,208.70224,903.9046,239.0293
768,149,752.99146,126.397316,783.80316,173.46045
768,149,752.9767,126.543755,783.4224,172.66515
482,360,463.0161,342.82568,502.4967,377.33353
922,444,883.49963,411.39557,961.34656,476.87778
808,150,796.59534,138.86577,820.78015,161.31454
482,363,463.61887,348.27066,500.47522,378.3311
829,137,821.43115,131.44435,837.4291,144.02238
1149,914,1058.945,813.74524,1240.5096,1014.9958
789,265,768.49207,238.36375,810.44666,291.8884
789,265,768.49207,238.36375,810.44666,291.8884
833,642,758.9413,516.71747,907.97833,768.085
1212,943,1056.5579,811.4659,1369.0858,1076.4348
1212,943,1056.9457,811.5228,1368.9166,1075.8928
835,724,807.23505,679.43536,863.6153,768.58813
828,600,758.9392,517.3777,897.9107,683.3322
833,641,758.8045,517.7387,908.57904,765.2565
786,711,763.5719,653.69806,808.608,769.5737
882,723,856.36206,684.1342,909.2068,762.8311
859,718,808.8893,674.7023,909.941,763.25446
837,183,824.5238,169.70892,851.1305,197.16922
1196,308,1171.4645,280.4976,1220.8232,336.8341
980,519,964.2397,487.67267,996.3861,550.72626
1197,317,1170.2158,278.90915,1225.2213,356.53827
837,182,823.6907,168.44989,851.94446,195.62653
1196,316,1170.3451,279.04984,1223.3765,353.70837
1205,334,1185.2174,310.0166,1225.4695,358.76236
779,192,758.1089,158.43082,800.80237,225.86053
779,192,757.8256,158.61748,800.75214,225.81322
828,134,819.1176,125.36184,838.1078,143.01422
791,268,764.4395,229.54692,817.78174,306.905
791,268,764.4395,229.54692,817.78174,306.905
1203,303,1176.9907,283.9623,1229.5073,323.36386
541,285,526.4721,274.2115,555.66815,296.77975
544,280,528.738,269.15805,561.07904,291.8512
951,898,796.3248,723.1188,1107.3962,1073.4607
1185,326,1167.3842,306.7427,1203.2582,346.71667
544,287,526.0608,274.1117,563.1217,300.23264
387,313,356.20786,290.4908,418.84302,336.34204
1092,227,1069.9288,211.67693,1115.2885,244.22755
544,287,524.9272,273.45654,564.4557,301.2157
768,132,754.5381,113.60564,782.9179,151.40376
769,133,754.4274,115.31826,783.8899,151.40718
849,229,832.44946,210.31236,867.2247,248.50107
849,229,832.44946,210.31236,867.2247,248.50107
769,114,757.28705,99.66295,782.35876,130.1686
769,114,757.28705,99.66295,782.35876,130.1686
860,248,841.1588,230.92134,879.7848,266.87085
1117,845,1015.63025,717.6244,1220.1088,972.65533
1117,845,1016.10876,716.9804,1219.7339,973.6782
509,445,496.89343,430.3616,521.2322,461.23224
773,189,758.86053,176.87422,787.3526,201.55739
546,285,529.2508,273.15182,563.69244,298.66602
496,516,477.9853,482.53558,514.97986,550.87006
545,284,527.8587,271.6873,562.1618,296.81317
404,282,372.80865,248.02118,436.95572,317.25095
385,317,354.83453,299.62384,415.6296,334.76
771,140,757.16394,126.59369,786.38293,154.01456
850,259,841.51636,245.91379,859.7286,272.70978
771,140,757.16394,126.59369,786.38293,154.01456
734,166,722.7055,156.61774,746.51483,175.55753
696,231,689.06885,218.8161,703.50635,243.75972
1185,955,1070.5424,836.93994,1299.4868,1074.4766
1184,955,1069.9219,836.73267,1299.3209,1074.8312
1424,977,1299.9409,877.41656,1549.4596,1078.2754
776,146,764.4619,133.01813,787.5899,160.24953
915,789,791.44745,533.27295,1040.1931,1044.8992
789,247,766.4029,214.02625,812.70087,281.554
789,248,766.1759,213.49886,812.6586,283.04025
915,789,790.28394,533.20044,1040.024,1045.2544
810,141,791.3239,130.95242,828.98364,152.68776
918,388,904.3162,363.3675,932.5537,414.24475
779,139,765.7991,125.913826,793.2145,153.2245
633,276,583.5511,215.30997,683.5366,337.22195
833,185,816.2729,171.54214,849.7987,199.60643
840,430,801.9675,380.3721,878.6379,480.06265
633,276,583.8267,215.55466,683.358,336.7485
840,430,801.51495,380.50735,878.73676,480.04672
773,115,763.0342,105.803825,783.47766,125.61722
881,243,872.01385,229.1129,891.44495,257.23578
1164,926,1050.1058,778.60724,1278.7307,1074.8073
785,226,766.30457,207.43127,803.8004,245.97928
781,181,764.3336,168.46123,799.62305,195.47888
792,232,766.4547,218.84747,817.9246,247.11716
1164,927,1050.8441,779.8229,1278.0283,1074.9266
784,225,764.96484,206.27893,804.88824,245.25548
774,110,761.4739,98.46109,787.9837,122.89229
783,195,766.5003,179.48105,800.0153,210.7906
1073,940,1040.2303,874.88293,1105.8761,1006.9279
366,263,342.60486,250.7613,389.68082,275.34964
833,182,823.7793,171.73497,843.22845,193.50862
780,184,761.6922,164.80092,798.88385,204.76512
1047,594,925.0131,411.83713,1170.8423,776.9878
1047,594,925.0131,411.83713,1170.8423,776.9878
773,115,761.5996,105.37584,785.30634,126.59866
368,261,344.04022,246.73668,392.04617,275.33328
803,134,794.7832,123.84517,812.3736,144.82712
787,183,762.3593,163.43138,813.6346,204.04385
863,258,839.5102,235.35341,887.4102,281.06903
370,261,348.7106,248.69914,392.78943,275.016
780,142,764.5979,130.77591,795.691,153.48979
790,250,771.44696,226.42094,809.4565,274.97894
797,252,771.8504,227.7817,824.0561,276.71655
369,261,347.85605,248.08171,390.60074,274.2814
795,251,771.4851,227.61221,820.243,276.05792
368,262,345.79095,247.40074,391.0218,276.61414
792,266,759.54944,199.20512,825.74646,333.8972
1160,855,1120.2681,800.9534,1200.1255,910.2378
792,266,759.6062,199.28033,826.0086,334.47083
812,150,793.8858,139.82271,831.5093,161.2647
839,268,823.99805,259.47308,855.0255,276.90698
1151,772,975.20435,515.5864,1326.9246,1028.4587
816,402,764.2701,315.50076,869.4146,489.0594
880,276,854.77893,257.58505,906.8307,295.60165
813,139,797.71875,129.89091,829.4629,148.12141
714,200,705.06494,188.79588,723.2746,212.95392
816,401,764.3325,314.58994,869.09924,489.29117
892,279,855.2875,257.23398,929.0184,302.25748
778,160,764.9855,148.69914,792.95496,172.70079
803,139,789.95984,130.70995,817.0391,148.02481
885,231,866.98517,215.70584,903.45703,246.9634
962,302,932.0571,280.5784,993.783,324.67627
805,122,795.8066,112.453384,814.587,133.35435
369,263,346.67505,250.27072,392.63898,275.73926
937,398,866.2771,299.03302,1009.4809,498.4913
1334,869,1292.1438,809.43787,1377.465,928.5997
938,397,865.68207,298.55856,1010.4078,497.00278
937,398,866.2771,299.03302,1009.4809,498.4913
368,260,345.04684,247.085,392.82346,273.91302
782,185,774.1554,175.5087,791.6797,194.7671
1097,799,1062.5515,742.5515,1133.0088,856.51984
1121,798,1061.6509,737.67175,1180.9581,859.4533
370,259,348.42114,245.85698,393.2817,273.10718
369,260,344.6441,246.8282,393.41382,274.10718
815,371,762.93976,280.4875,867.30975,461.88248
818,156,800.7456,146.57185,836.7281,167.33772
815,371,763.4787,280.4831,868.3116,462.5481
782,130,770.3091,121.44693,794.4732,139.22217
817,414,770.0127,364.8516,864.15955,463.24164
862,691,784.47656,547.88086,940.70233,834.19794
846,220,826.29175,204.55525,866.9808,235.55461
856,221,826.0695,205.7216,887.3086,237.70572
775,136,760.545,121.44992,790.0327,150.55913
775,136,760.545,121.44992,790.0327,150.55913
1090,204,1075.8828,192.32616,1104.9197,217.05244
784,175,765.35675,153.17476,802.82635,197.27881
635,135,623.91583,126.91835,647.0684,144.39417
777,132,760.82043,114.07466,794.1093,151.47774
369,260,346.46875,247.47748,391.8616,274.3865
778,164,763.1286,153.32312,794.32056,174.84744
865,225,854.086,211.17036,877.2674,239.46649
785,245,758.2777,204.63951,812.6904,285.74442
368,261,347.19083,247.61212,390.25876,274.47357
785,245,758.22687,205.13243,812.8596,286.16406
774,95,756.7311,84.824036,792.1638,107.14278
804,176,790.6613,161.81544,819.1104,190.96864
812,178,790.30457,164.00897,833.7093,193.20447
814,183,790.68695,171.58673,838.43805,195.86499
772,120,758.4857,109.15445,786.7593,132.30537
772,107,757.18384,86.32112,787.3174,129.19023
926,520,909.02795,483.09027,943.2083,558.6842
780,136,766.96454,126.37051,794.7963,146.62294
370,261,347.69623,247.76616,392.90598,275.50647
774,119,760.8329,104.176926,788.0922,135.00511
1058,729,952.38605,586.5065,1165.5892,873.21576
1120,574,1100.4973,538.206,1141.4316,610.2076
816,156,801.9815,146.2512,830.6539,167.15129
1058,730,951.57153,586.5064,1164.6372,875.16473
369,261,347.9973,247.98055,391.7021,275.5876
1121,574,1100.5806,538.4207,1141.655,610.417
777,156,767.776,145.9803,787.5957,166.65417
806,125,795.8019,115.190895,817.88715,136.16035
885,308,858.5552,283.35593,912.42596,334.09695
806,134,796.0438,125.39878,817.3178,143.83983
371,260,347.87015,245.96486,394.86343,274.13074
883,308,857.934,283.70547,909.6303,333.96564
775,147,757.6385,135.12022,793.2754,159.32396
774,132,756.8704,108.0407,792.95374,157.61148
775,147,757.6385,135.12022,793.2754,159.32396
962,289,936.2126,269.77206,988.8485,309.84805
781,188,757.1713,161.23038,806.2176,215.76126
770,117,759.0804,111.1962,782.25696,123.26199
783,194,761.6271,172.73111,805.4476,216.21596
897,209,878.5945,197.43266,915.74176,221.42464
370,259,347.84448,246.59221,392.2507,273.33078
855,160,840.9194,148.84145,870.5593,172.06926
871,168,858.89343,157.7874,883.7454,179.60413
369,261,347.46616,247.00186,392.46017,275.06818
785,234,758.7329,219.07835,811.812,250.37234
803,116,792.11206,109.57533,815.7949,123.89054
847,224,825.3,194.00464,870.3946,255.4133
866,171,854.61084,159.45976,877.84827,183.3778
848,224,826.14276,192.96567,870.1311,255.12848
780,125,761.6836,114.165825,798.48126,137.58716
826,143,816.7961,135.40459,836.05054,151.90633
1152,220,1120.8689,198.40645,1183.5092,241.8013
1144,218,1121.2606,199.03777,1167.0612,238.26012
793,179,784.1652,167.99869,803.57227,190.25934
831,161,823.5205,155.32977,838.5921,168.37172
798,182,790.89264,172.42046,806.66595,192.17792
1005,353,962.4779,321.48636,1049.3784,385.30624
1252,937,1211.7458,882.70825,1292.8691,992.24567
781,206,753.65686,176.26944,808.5256,236.99588
