cen_x,cen_y,xmin,ymin,xmax,ymax
209,41,199.42696,34.41704,219.05396,49.51146
211,41,200.50647,34.00288,222.61246,48.525253
114,77,79.32742,54.41424,149.37448,99.88867
239,39,232.15047,33.952454,246.30794,45.318775
114,77,79.294044,54.47508,149.34329,100.044365
229,46,216.85583,37.821583,241.472,54.38242
227,45,215.868,34.236496,239.93825,56.922287
227,45,215.86711,34.233353,239.98341,56.919968
136,67,109.140236,46.648243,164.64331,87.5138
208,44,198.85442,37.62181,217.63406,50.54591
43,124,1.4416236,78.64925,85.29073,170.12146
143,69,114.9939,50.60045,171.40831,89.04046
220,53,206.26767,41.62981,234.40762,64.69599
135,69,115.36626,51.722046,156.31093,87.98045
225,48,220.75931,43.890774,230.5679,52.300797
162,101,143.77293,71.67244,180.61276,132.22041
163,55,153.79695,45.150932,173.77057,66.77853
137,69,111.34077,51.868523,163.83989,86.61142
184,75,156.84329,54.004494,213.06258,97.6922
227,46,218.29427,39.816566,236.4663,53.02417
91,88,50.890274,63.938023,132.27173,113.35494
230,41,221.49043,34.87485,238.9501,48.10674
156,56,135.42996,39.18933,176.57327,73.56061
151,125,134.19846,97.97393,169.29381,153.56056
156,56,135.53,39.17364,176.66975,73.56729
195,47,183.67674,38.730392,207.74005,55.531807
220,46,203.78757,33.913662,237.79346,59.54666
223,41,215.73865,35.190678,232.24771,47.64602
83,97,39.183277,70.53724,127.25197,124.51719
123,99,37.093155,38.33342,210.7137,160.04324
123,99,37.20819,37.95786,210.64302,160.0442
157,57,139.47287,42.863926,174.92418,72.83086
207,58,192.77922,48.236263,223.07715,68.201454
124,72,93.145805,52.385517,155.008,91.99652
234,40,227.66599,34.208103,241.28603,46.800884
108,110,1.3543357,4.6468024,215.30986,216.02765
207,43,198.90657,37.115227,216.43015,50.179462
120,74,90.378265,56.72468,150.52599,92.53759
219,52,206.58086,41.68459,231.55841,62.444283
44,113,1.5040253,55.95743,88.23719,171.42484
44,113,1.5567343,55.852177,88.30384,170.87836
44,113,1.5698742,55.94169,88.25389,171.44215
46,104,1.5220096,75.034676,90.57292,133.03246
215,53,200.68735,40.249985,230.70796,67.466545
38,199,1.0123545,160.24509,76.12716,239.0943
219,50,207.51299,37.530643,232.25632,63.741535
210,56,194.63467,41.64562,226.04901,71.7221
195,47,180.32166,37.7509,210.36359,56.880875
150,62,129.1629,48.535587,171.94315,76.930435
55,179,1.622637,120.265594,109.79776,237.77498
215,39,207.02354,33.799114,223.23727,46.2005
77,84,35.217808,57.501007,120.54314,111.84823
192,58,150.06021,17.490543,235.24525,99.50941
192,58,150.38246,17.008326,235.13179,99.29123
215,40,208.24368,34.900196,223.38179,46.27325
241,40,232.94273,35.642338,249.31383,44.744892
39,135,1.6322241,95.054146,76.92159,175.56694
220,48,207.21611,36.11954,234.58075,60.027058
227,45,218.55333,38.644623,236.15361,51.79492
218,56,213.05475,50.272057,223.88004,62.84946
148,65,126.04269,50.190147,171.5346,80.066246
148,65,126.17264,50.254845,171.45172,80.14893
218,42,207.45583,36.242126,230.13704,48.129333
195,64,175.40518,49.397552,214.66284,79.5602
31,122,1.7288631,84.07428,61.112198,160.18755
219,39,211.76659,34.115345,227.6112,44.244747
126,71,97.94874,53.881893,154.91237,89.34562
193,48,180.92438,40.42024,205.32707,56.7447
184,77,159.60088,58.591457,210.23546,96.194435
204,63,186.95862,54.469395,221.87575,72.892815
205,54,186.76021,36.374928,224.05608,72.926895
205,54,186.72614,36.38015,223.88477,73.07499
206,45,189.8051,36.24187,223.99188,55.439526
215,54,201.68953,44.845173,228.31929,64.46174
100,132,25.520313,75.15978,175.51259,190.75325
149,59,125.032135,40.912334,174.41246,78.610535
100,133,25.60825,75.17319,175.70688,190.93954
149,59,125.04031,41.059902,174.42717,78.791885
165,60,144.53517,44.111668,185.47432,77.10894
173,60,144.7166,43.91158,201.85489,77.45262
150,59,126.21629,40.66036,174.91225,79.32861
232,42,225.35901,37.08298,240.13269,47.447857
206,44,196.598,37.69348,217.01286,50.712994
81,89,40.78793,63.05087,122.58297,116.5964
202,43,192.11655,37.260216,213.17245,50.07475
153,62,135.48642,49.717022,170.56412,75.518875
45,113,1.2547638,79.41711,88.753105,147.85237
235,42,227.51793,36.271957,243.08063,48.716576
43,121,1.8725395,80.29648,86.06669,162.08492
226,48,215.23553,37.54875,238.48862,59.738804
